37	fun	FunFair	eth	16000000.0000000000000000	180.0000000000000000	110.0000000000000000		2018-05-23 11:02:55	2018-06-13 18:35:52	1	https://etherscan.io/address/	https://etherscan.io/tx/	0	8	8	0	6	
38	sub	Substratum	eth	1220000.0000000000000000	16.0000000000000000	10.0000000000000000		2018-05-23 11:02:55	2018-06-13 18:35:52	1	https://etherscan.io/address/	https://etherscan.io/tx/	0	8	8	0	6	
39	bnt	Bancor	eth	200000.0000000000000000	2.0000000000000000	1.0000000000000000		2018-05-23 11:02:55	2018-09-07 15:27:55	1	https://etherscan.io/address/	https://etherscan.io/tx/	0	8	8	0	6	
40	storm	Storm	eth	16200000.0000000000000000	192.0000000000000000	130.0000000000000000		2018-05-23 11:02:55	2018-06-13 18:35:52	1	https://etherscan.io/address/	https://etherscan.io/tx/	0	8	8	0	6	
41	salt	Salt	eth	260000.0000000000000000	3.2000000000000000	2.0000000000000000		2018-05-23 11:02:55	2018-06-13 18:35:52	1	https://etherscan.io/address/	https://etherscan.io/tx/	0	8	8	0	6	
42	gto	Gifto	eth	2000000.0000000000000000	28.0000000000000000	18.0000000000000000		2018-05-23 11:02:55	2018-06-13 18:35:52	1	https://etherscan.io/address/	https://etherscan.io/tx/	0	8	8	0	6	
44	link	ChainLink Token	eth	1580000.0000000000000000	20.0000000000000000	12.0000000000000000		2018-05-23 11:02:55	2018-06-13 18:35:52	1	https://etherscan.io/address/	https://etherscan.io/tx/	0	8	8	0	6	
45	eng	Enigma	eth	360000.0000000000000000	3.8000000000000000	2.0000000000000000		2018-05-23 11:02:55	2018-06-13 18:35:52	1	https://etherscan.io/address/	https://etherscan.io/tx/	0	8	8	0	6	
46	powr	Power Ledger	eth	1820000.0000000000000000	21.0000000000000000	12.0000000000000000		2018-05-23 11:02:55	2018-06-13 18:35:52	1	https://etherscan.io/address/	https://etherscan.io/tx/	0	8	8	0	6	
47	ncash	Nucleus Vision	eth	20040000.0000000000000000	258.0000000000000000	200.0000000000000000		2018-05-23 11:02:55	2018-06-13 18:35:52	1	https://etherscan.io/address/	https://etherscan.io/tx/	0	8	8	0	6	
48	qkc	Quark Chain	eth	999999.0000000000000000	40.0000000000000000	18.0000000000000000		2018-06-07 20:01:51	2018-06-13 18:35:52	1	https://etherscan.io/address/	https://etherscan.io/tx/	0	8	8	0	6	
49	xrp	Ripple	xrp	2200000.0000000000000000	22.0000000000000000	0.2500000000000000	xrp.png	2018-07-12 10:55:50	2018-08-21 23:54:17	1	https://xrpcharts.ripple.com/#/graph/	https://xrpcharts.ripple.com/#/transactions/	0	8	6	1	6	
50	wan	wanchain	wan	20000.0000000000000000	0.2000000000000000	0.1000000000000000	wan.png	2018-07-12 10:55:50	2018-07-30 18:13:20	1	https://www.wanscan.org/address/	https://www.wanscan.org/tx/	0	8	8	0	6	
51	neo	NEO	neo	20000.0000000000000000	1.0000000000000000	0.0000000000000000		2018-08-30 23:00:00	2018-09-08 02:21:25	1	https://neotracker.io/address/	https://neotracker.io/tx/	0	8	0	0	1	
52	nkn	NKN	neo	20000.0000000000000000	0.0000000000000000	0.0000000000000000		2018-08-30 23:00:00	2018-09-08 01:49:31	0	https://neotracker.io/address/	https://neotracker.io/tx/	0	8	8	0	1	
53	box	ContentBOX	eth	40000000.0000000000000000	90.0000000000000000	45.0000000000000000		2018-09-14 18:53:00	2018-09-14 18:53:00	1	https://etherscan.io/address/	https://etherscan.io/address/	0	8	2	0	1	
54	equos	Sidera	eth	300000.0000000000000000	3.0000000000000000	1.0000000000000000		2018-10-17 18:00:00	2018-10-17 18:00:00	1	https://etherscan.io/address/	https://etherscan.io/address/	0	8	0	0	6	
